Record_ID,Person_ID,Loan_Type,Loan_Amount,Loan_Date,Loan_Term_Months,Status,Lender
REC002592,PER00956,Education Loan,38,2022-04-27,84,Repaid,Yes Bank
REC002593,PER00956,Home Loan,251,2020-02-12,240,Repaid,LIC Housing Finance
REC002594,PER00956,Business Loan,97,2018-10-20,48,Repaid,SBI
REC002595,PER00956,Personal Loan,49,2020-01-01,60,Active,Kotak Mahindra
REC002596,PER00957,Business Loan,124,2019-04-04,48,Repaid,Union Bank
REC002597,PER00957,Personal Loan,41,2020-07-25,36,Active,IndusInd Bank
REC002598,PER00958,Gold Loan,11,2011-01-02,24,Repaid,SBI
REC002599,PER00959,Personal Loan,51,2012-08-21,24,Repaid,Yes Bank
REC002600,PER00960,Gold Loan,9,2012-08-18,36,Active,ICICI Bank
REC002601,PER00961,Gold Loan,15,2018-01-20,60,Repaid,Tata Capital
REC002602,PER00961,Education Loan,34,2012-07-02,60,Repaid,PNB
REC002603,PER00961,Personal Loan,100,2022-10-27,36,Repaid,PNB
REC002604,PER00962,Education Loan,46,2021-02-10,84,Repaid,SBI
REC002605,PER00963,Two-Wheeler Loan,5,2022-10-18,12,Repaid,IndusInd Bank
REC002606,PER00963,Home Loan,117,2018-09-03,300,Defaulted,Tata Capital
REC002607,PER00963,Business Loan,52,2012-05-28,60,Repaid,Canara Bank
REC002608,PER00963,Car Loan,51,2016-06-05,84,Repaid,Bajaj Finserv
REC002609,PER00963,Personal Loan,22,2016-06-04,12,Active,Yes Bank
REC002610,PER00965,Home Loan,273,2010-09-20,120,Repaid,HDFC Bank
REC002611,PER00965,Personal Loan,39,2011-01-26,12,Active,Tata Capital
REC002612,PER00966,Home Loan,285,2016-01-05,300,Repaid,Bank of Baroda
REC002613,PER00967,Home Loan,254,2022-11-13,180,Active,Tata Capital
REC002614,PER00967,Education Loan,25,2013-12-12,84,Active,Yes Bank
REC002615,PER00967,Personal Loan,20,2012-01-26,60,Active,Tata Capital
REC002616,PER00967,Personal Loan,46,2023-04-04,36,Repaid,Yes Bank
REC002617,PER00968,Home Loan,142,2012-06-03,300,Repaid,Union Bank
REC002618,PER00968,Home Loan,264,2020-10-01,120,Defaulted,Yes Bank
REC002619,PER00968,Car Loan,55,2016-11-20,48,Repaid,Bank of Baroda
REC002620,PER00968,Car Loan,35,2020-02-01,84,Active,IDBI Bank
REC002621,PER00969,Personal Loan,100,2014-10-01,60,Active,Canara Bank
REC002622,PER00969,Personal Loan,100,2017-10-08,60,Repaid,Bank of Baroda
REC002623,PER00969,Car Loan,41,2021-09-22,84,Repaid,Canara Bank
REC002624,PER00969,Home Loan,207,2018-10-17,120,Repaid,Canara Bank
REC002625,PER00970,Personal Loan,46,2010-07-25,36,Repaid,Kotak Mahindra
REC002626,PER00970,Personal Loan,32,2010-09-10,60,Repaid,LIC Housing Finance
REC002627,PER00971,Personal Loan,55,2025-09-11,36,Active,Bank of Baroda
REC002628,PER00971,Car Loan,13,2021-03-14,60,Defaulted,PNB
REC002629,PER00971,Home Loan,373,2019-03-13,240,Repaid,Yes Bank
REC002630,PER00971,Personal Loan,20,2023-05-19,60,Defaulted,Axis Bank
REC002631,PER00971,Two-Wheeler Loan,3,2024-07-01,60,Defaulted,Bank of Baroda
REC002632,PER00972,Personal Loan,100,2017-05-14,60,Repaid,HDFC Bank
REC002633,PER00972,Business Loan,100,2019-10-10,12,Repaid,IDBI Bank
REC002634,PER00973,Business Loan,44,2024-09-01,12,Active,IndusInd Bank
REC002635,PER00973,Car Loan,132,2018-05-16,48,Active,Axis Bank
REC002636,PER00973,Home Loan,94,2019-11-11,120,Repaid,SBI
REC002637,PER00973,Business Loan,30,2024-03-28,48,Active,IndusInd Bank
REC002638,PER00973,Gold Loan,6,2019-05-20,36,Active,Yes Bank
REC002639,PER00973,Consumer Durable Loan,13,2012-09-04,48,Defaulted,ICICI Bank
REC002640,PER00973,Car Loan,68,2016-05-06,84,Repaid,HDFC Bank
REC002641,PER00973,Consumer Durable Loan,4,2019-12-28,48,Repaid,Kotak Mahindra
REC002642,PER00974,Business Loan,156,2022-11-04,24,Active,Kotak Mahindra
REC002643,PER00974,Home Loan,231,2025-05-19,120,Defaulted,IDBI Bank
REC002644,PER00975,Consumer Durable Loan,7,2025-08-26,36,Repaid,Union Bank
REC002645,PER00975,Home Loan,340,2012-09-18,360,Active,SBI
REC002646,PER00976,Business Loan,173,2025-11-26,24,Defaulted,IDBI Bank
REC002647,PER00976,Car Loan,116,2025-07-07,48,Active,SBI
REC002648,PER00976,Business Loan,42,2022-09-20,60,Active,IDBI Bank
REC002649,PER00977,Business Loan,65,2014-04-12,60,Active,Axis Bank
REC002650,PER00977,Gold Loan,15,2014-05-28,48,Defaulted,Axis Bank
REC002651,PER00977,Personal Loan,95,2017-11-24,48,Defaulted,LIC Housing Finance
REC002652,PER00977,Personal Loan,37,2025-02-20,48,Active,Kotak Mahindra
REC002653,PER00978,Car Loan,60,2022-03-15,84,Repaid,Canara Bank
REC002654,PER00979,Personal Loan,19,2022-09-26,24,Repaid,Yes Bank
REC002655,PER00980,Personal Loan,30,2017-12-04,36,Repaid,Yes Bank
REC002656,PER00980,Home Loan,310,2025-03-08,360,Repaid,IDBI Bank
REC002657,PER00980,Car Loan,50,2016-10-27,84,Repaid,Canara Bank
REC002658,PER00981,Personal Loan,75,2023-10-05,12,Repaid,Union Bank
REC002659,PER00981,Home Loan,117,2013-03-19,240,Repaid,LIC Housing Finance
REC002660,PER00982,Home Loan,216,2011-02-24,240,Active,Union Bank
REC002661,PER00982,Consumer Durable Loan,4,2015-05-06,36,Active,PNB
REC002662,PER00982,Home Loan,287,2020-01-16,300,Repaid,ICICI Bank
REC002663,PER00983,Personal Loan,57,2019-01-11,24,Active,PNB
REC002664,PER00983,Gold Loan,17,2025-01-09,36,Repaid,Tata Capital
REC002665,PER00983,Education Loan,40,2020-02-12,60,Repaid,Yes Bank
REC002666,PER00983,Business Loan,336,2020-08-22,12,Repaid,IDBI Bank
REC002667,PER00984,Personal Loan,70,2023-02-06,60,Repaid,Bajaj Finserv
REC002668,PER00984,Home Loan,110,2023-03-23,240,Repaid,Kotak Mahindra
REC002669,PER00984,Home Loan,456,2017-08-23,360,Active,Bajaj Finserv
REC002670,PER00985,Home Loan,102,2021-12-22,360,Active,Kotak Mahindra
REC002671,PER00985,Gold Loan,10,2014-07-12,24,Active,PNB
REC002672,PER00986,Two-Wheeler Loan,7,2023-11-22,24,Defaulted,IDBI Bank
REC002673,PER00986,Personal Loan,52,2017-06-26,60,Defaulted,Axis Bank
REC002674,PER00986,Two-Wheeler Loan,6,2020-03-09,60,Active,Axis Bank
REC002675,PER00986,Home Loan,148,2017-08-28,120,Active,Tata Capital
REC002676,PER00986,Education Loan,31,2010-01-28,84,Repaid,Kotak Mahindra
REC002677,PER00987,Business Loan,396,2018-12-13,12,Active,Bajaj Finserv
REC002678,PER00987,Two-Wheeler Loan,8,2025-12-15,60,Repaid,Union Bank
REC002679,PER00988,Home Loan,285,2021-10-05,360,Repaid,LIC Housing Finance
REC002680,PER00988,Personal Loan,33,2010-01-17,12,Repaid,Kotak Mahindra
REC002681,PER00988,Home Loan,275,2023-06-21,120,Repaid,Yes Bank
REC002682,PER00989,Home Loan,99,2015-10-09,360,Repaid,Bank of Baroda
REC002683,PER00990,Personal Loan,19,2020-02-06,60,Repaid,Yes Bank
REC002684,PER00991,Car Loan,86,2017-12-12,84,Repaid,HDFC Bank
REC002685,PER00991,Car Loan,60,2016-09-01,36,Active,Tata Capital
REC002686,PER00991,Car Loan,54,2025-11-18,48,Active,IndusInd Bank
REC002687,PER00992,Home Loan,102,2015-02-22,360,Repaid,Kotak Mahindra
REC002688,PER00992,Car Loan,82,2010-07-28,36,Active,Axis Bank
REC002689,PER00993,Personal Loan,43,2014-06-06,12,Active,Tata Capital
REC002690,PER00993,Home Loan,207,2022-07-03,180,Repaid,LIC Housing Finance
REC002691,PER00994,Home Loan,285,2024-02-15,360,Active,Canara Bank
REC002692,PER00994,Personal Loan,39,2017-08-08,48,Repaid,HDFC Bank
REC002693,PER00995,Home Loan,103,2018-01-07,300,Defaulted,Canara Bank
REC002694,PER00996,Home Loan,297,2015-05-12,180,Repaid,Yes Bank
REC002695,PER00996,Business Loan,99,2015-05-28,48,Active,PNB
REC002696,PER00996,Personal Loan,22,2017-07-04,24,Active,Bank of Baroda
REC002697,PER00996,Home Loan,231,2025-03-11,180,Repaid,Bajaj Finserv
REC002698,PER00997,Home Loan,121,2012-02-22,300,Repaid,Axis Bank
REC002699,PER00998,Two-Wheeler Loan,7,2018-04-01,36,Active,LIC Housing Finance
REC002700,PER00998,Education Loan,50,2024-09-16,60,Defaulted,Tata Capital
REC002701,PER00998,Home Loan,96,2013-10-26,300,Repaid,SBI
REC002702,PER00998,Car Loan,64,2018-05-04,48,Repaid,Yes Bank
REC002703,PER00998,Education Loan,37,2021-05-24,84,Repaid,Kotak Mahindra
REC002704,PER00998,Education Loan,49,2017-11-21,60,Repaid,Yes Bank
REC002705,PER00999,Education Loan,84,2011-08-24,48,Defaulted,LIC Housing Finance
REC002706,PER00999,Personal Loan,31,2023-04-03,36,Defaulted,Canara Bank
REC002707,PER01000,Consumer Durable Loan,4,2017-09-27,12,Repaid,IndusInd Bank
REC002708,PER01000,Business Loan,70,2010-05-11,48,Active,IDBI Bank
REC002709,PER01000,Home Loan,97,2011-10-02,300,Repaid,Yes Bank
REC002710,PER01000,Car Loan,69,2021-09-15,48,Repaid,Axis Bank
REC002711,PER01000,Home Loan,166,2023-02-15,240,Active,SBI
REC002712,PER01001,Home Loan,179,2010-09-06,240,Defaulted,LIC Housing Finance
REC002713,PER01002,Personal Loan,11,2011-05-14,12,Repaid,IndusInd Bank
REC002714,PER01002,Personal Loan,41,2017-04-20,48,Defaulted,Axis Bank
REC002715,PER01002,Personal Loan,36,2022-05-12,36,Repaid,IDBI Bank
REC002716,PER01002,Home Loan,147,2022-05-20,360,Active,HDFC Bank
REC002717,PER01003,Home Loan,219,2021-05-22,360,Repaid,Canara Bank
REC002718,PER01003,Business Loan,20,2014-04-17,24,Active,Axis Bank
REC002719,PER01004,Gold Loan,14,2024-07-18,36,Repaid,Union Bank
REC002720,PER01004,Business Loan,41,2024-11-26,60,Active,IDBI Bank
REC002721,PER01004,Car Loan,34,2015-05-10,60,Defaulted,SBI
REC002722,PER01004,Car Loan,48,2012-09-11,48,Repaid,Yes Bank
REC002723,PER01004,Home Loan,115,2010-01-10,180,Active,Yes Bank
REC002724,PER01004,Home Loan,123,2012-10-17,240,Repaid,ICICI Bank
REC002725,PER01005,Home Loan,167,2017-09-24,180,Repaid,Bank of Baroda
REC002726,PER01005,Home Loan,112,2013-10-18,300,Repaid,PNB
REC002727,PER01005,Car Loan,114,2014-08-15,48,Repaid,IDBI Bank
REC002728,PER01006,Personal Loan,45,2012-03-25,48,Defaulted,Yes Bank
REC002729,PER01006,Two-Wheeler Loan,5,2025-08-23,60,Repaid,PNB
REC002730,PER01006,Home Loan,144,2023-05-13,240,Defaulted,Tata Capital
REC002731,PER01006,Personal Loan,31,2012-11-11,36,Repaid,Bank of Baroda
REC002732,PER01007,Car Loan,47,2017-04-15,36,Repaid,Canara Bank
REC002733,PER01007,Personal Loan,39,2010-12-17,36,Repaid,ICICI Bank
REC002734,PER01007,Home Loan,250,2012-10-23,300,Repaid,SBI
REC002735,PER01008,Home Loan,118,2023-04-11,180,Repaid,ICICI Bank
REC002736,PER01008,Education Loan,27,2022-02-18,60,Active,IndusInd Bank
REC002737,PER01009,Personal Loan,29,2015-11-01,24,Repaid,Yes Bank
REC002738,PER01010,Business Loan,50,2016-11-24,48,Defaulted,Axis Bank
REC002739,PER01011,Personal Loan,46,2014-02-27,60,Defaulted,LIC Housing Finance
REC002740,PER01011,Education Loan,61,2010-12-28,36,Repaid,Kotak Mahindra
REC002741,PER01012,Home Loan,61,2024-06-01,120,Repaid,Kotak Mahindra
REC002742,PER01012,Home Loan,166,2010-03-28,360,Active,Kotak Mahindra
REC002743,PER01014,Education Loan,29,2013-08-15,36,Active,Canara Bank
REC002744,PER01014,Car Loan,58,2012-10-12,36,Active,Bajaj Finserv
REC002745,PER01014,Personal Loan,52,2017-07-08,24,Active,Canara Bank
REC002746,PER01015,Home Loan,254,2019-01-14,180,Repaid,IDBI Bank
REC002747,PER01015,Car Loan,16,2013-11-13,60,Defaulted,PNB
REC002748,PER01016,Consumer Durable Loan,10,2020-10-15,12,Repaid,Bank of Baroda
REC002749,PER01016,Education Loan,47,2018-08-03,48,Repaid,Bajaj Finserv
REC002750,PER01016,Education Loan,46,2011-07-27,48,Repaid,Union Bank
REC002751,PER01018,Personal Loan,69,2025-05-10,12,Active,ICICI Bank
REC002752,PER01018,Personal Loan,26,2019-08-09,24,Defaulted,Tata Capital
REC002753,PER01018,Business Loan,156,2019-12-04,36,Repaid,LIC Housing Finance
REC002754,PER01018,Home Loan,124,2025-08-09,120,Repaid,Kotak Mahindra
REC002755,PER01018,Home Loan,517,2023-04-23,360,Repaid,Tata Capital
REC002756,PER01019,Home Loan,430,2025-01-13,300,Active,PNB
REC002757,PER01019,Personal Loan,85,2024-01-12,60,Active,SBI
REC002758,PER01020,Home Loan,113,2024-07-04,300,Active,IDBI Bank
REC002759,PER01020,Education Loan,36,2023-02-17,36,Repaid,HDFC Bank
REC002760,PER01021,Car Loan,66,2010-03-18,84,Repaid,LIC Housing Finance
REC002761,PER01022,Personal Loan,20,2024-07-25,24,Active,IndusInd Bank
REC002762,PER01022,Personal Loan,20,2024-04-03,36,Repaid,Union Bank
REC002763,PER01022,Car Loan,46,2023-07-22,84,Active,IDBI Bank
REC002764,PER01023,Home Loan,131,2013-11-28,240,Repaid,Bank of Baroda
REC002765,PER01024,Car Loan,53,2018-11-03,48,Repaid,Bank of Baroda
REC002766,PER01024,Gold Loan,14,2010-09-08,24,Active,IndusInd Bank
REC002767,PER01025,Car Loan,38,2021-10-03,48,Repaid,IDBI Bank
REC002768,PER01025,Car Loan,43,2019-09-08,60,Repaid,Axis Bank
REC002769,PER01025,Education Loan,25,2018-04-27,48,Defaulted,Axis Bank
REC002770,PER01025,Education Loan,37,2012-03-16,48,Repaid,Tata Capital
REC002771,PER01025,Personal Loan,32,2012-05-03,12,Repaid,Canara Bank
REC002772,PER01025,Education Loan,32,2020-01-27,60,Active,HDFC Bank
REC002773,PER01025,Car Loan,50,2012-12-12,36,Defaulted,SBI
REC002774,PER01025,Two-Wheeler Loan,6,2019-03-04,60,Repaid,Bajaj Finserv
REC002775,PER01027,Car Loan,86,2012-01-09,36,Active,Kotak Mahindra
REC002776,PER01028,Home Loan,174,2020-06-27,180,Defaulted,PNB
REC002777,PER01028,Home Loan,358,2021-04-06,300,Repaid,Tata Capital
REC002778,PER01028,Home Loan,128,2021-07-14,300,Defaulted,Bajaj Finserv
REC002779,PER01028,Car Loan,34,2022-09-11,36,Defaulted,Bajaj Finserv
REC002780,PER01028,Personal Loan,21,2022-04-12,48,Defaulted,PNB
REC002781,PER01029,Personal Loan,19,2015-06-18,60,Active,Yes Bank
REC002782,PER01030,Car Loan,52,2021-07-03,60,Repaid,Union Bank
REC002783,PER01030,Personal Loan,38,2021-03-19,60,Active,Yes Bank
REC002784,PER01030,Personal Loan,21,2014-12-09,48,Repaid,LIC Housing Finance
REC002785,PER01030,Home Loan,203,2023-09-26,240,Repaid,Yes Bank
REC002786,PER01030,Education Loan,75,2013-01-25,48,Repaid,HDFC Bank
REC002787,PER01030,Personal Loan,61,2025-03-28,48,Active,Bank of Baroda
REC002788,PER01030,Two-Wheeler Loan,9,2016-04-10,36,Repaid,Kotak Mahindra
REC002789,PER01030,Personal Loan,29,2017-03-02,48,Active,Kotak Mahindra
REC002790,PER01031,Home Loan,125,2019-08-05,360,Repaid,Bank of Baroda
REC002791,PER01031,Education Loan,31,2019-11-19,60,Repaid,PNB
REC002792,PER01031,Home Loan,234,2013-09-17,240,Active,LIC Housing Finance
REC002793,PER01031,Home Loan,267,2015-05-03,300,Repaid,ICICI Bank
REC002794,PER01031,Home Loan,166,2013-12-05,240,Active,Union Bank
REC002795,PER01031,Consumer Durable Loan,1,2017-09-08,48,Repaid,Axis Bank
REC002796,PER01032,Personal Loan,17,2019-12-09,36,Active,Kotak Mahindra
REC002797,PER01033,Home Loan,330,2022-06-26,240,Defaulted,Axis Bank
REC002798,PER01033,Personal Loan,13,2024-10-11,36,Active,Bank of Baroda
REC002799,PER01033,Car Loan,36,2013-03-19,60,Active,Yes Bank
REC002800,PER01033,Personal Loan,48,2014-01-12,60,Defaulted,HDFC Bank
REC002801,PER01033,Car Loan,39,2018-10-17,48,Defaulted,Bajaj Finserv
REC002802,PER01034,Home Loan,101,2011-11-28,120,Defaulted,Yes Bank
REC002803,PER01034,Home Loan,124,2025-12-03,360,Repaid,Union Bank
REC002804,PER01034,Home Loan,90,2020-07-23,180,Defaulted,SBI
REC002805,PER01034,Car Loan,36,2022-12-05,48,Repaid,IDBI Bank
REC002806,PER01035,Home Loan,243,2025-06-15,360,Defaulted,LIC Housing Finance
REC002807,PER01035,Home Loan,154,2013-05-08,300,Repaid,ICICI Bank
REC002808,PER01035,Home Loan,121,2023-11-27,300,Repaid,Bank of Baroda
REC002809,PER01037,Education Loan,34,2010-02-21,60,Repaid,Tata Capital
REC002810,PER01037,Home Loan,178,2017-12-07,360,Repaid,SBI
REC002811,PER01038,Car Loan,33,2014-12-15,36,Active,LIC Housing Finance
REC002812,PER01038,Personal Loan,31,2011-06-17,48,Repaid,Canara Bank
REC002813,PER01038,Home Loan,136,2015-09-28,180,Repaid,LIC Housing Finance
REC002814,PER01038,Personal Loan,100,2016-09-21,60,Repaid,Axis Bank
REC002815,PER01038,Car Loan,26,2019-09-27,84,Repaid,HDFC Bank
REC002816,PER01040,Gold Loan,6,2021-05-23,48,Defaulted,Tata Capital
REC002817,PER01040,Home Loan,168,2018-10-07,360,Defaulted,HDFC Bank
REC002818,PER01040,Car Loan,75,2021-02-28,36,Defaulted,Canara Bank
REC002819,PER01041,Education Loan,34,2011-07-03,84,Repaid,HDFC Bank
REC002820,PER01041,Education Loan,30,2015-01-08,48,Active,Bank of Baroda
REC002821,PER01041,Personal Loan,22,2021-09-28,60,Defaulted,IDBI Bank
REC002822,PER01043,Home Loan,205,2020-10-04,180,Defaulted,IDBI Bank
REC002823,PER01044,Home Loan,151,2024-11-08,120,Repaid,Bank of Baroda
REC002824,PER01044,Car Loan,82,2022-07-11,60,Repaid,Canara Bank
REC002825,PER01046,Home Loan,203,2010-12-08,360,Defaulted,Canara Bank
REC002826,PER01047,Education Loan,46,2011-12-11,36,Repaid,Tata Capital
REC002827,PER01047,Car Loan,103,2022-03-16,48,Defaulted,SBI
REC002828,PER01048,Two-Wheeler Loan,3,2015-09-19,48,Repaid,Tata Capital
REC002829,PER01049,Home Loan,379,2019-06-05,180,Active,Bank of Baroda
REC002830,PER01049,Personal Loan,30,2016-11-10,48,Repaid,Yes Bank
REC002831,PER01050,Home Loan,153,2022-09-26,240,Repaid,Canara Bank
REC002832,PER01050,Personal Loan,16,2021-09-03,60,Repaid,IndusInd Bank
REC002833,PER01050,Home Loan,177,2011-04-01,180,Repaid,Tata Capital
REC002834,PER01050,Consumer Durable Loan,2,2018-05-13,60,Repaid,IndusInd Bank
REC002835,PER01050,Gold Loan,15,2018-09-25,12,Repaid,Tata Capital
REC002836,PER01051,Personal Loan,70,2016-08-09,12,Active,Union Bank
REC002837,PER01051,Car Loan,31,2013-05-08,48,Defaulted,Yes Bank
REC002838,PER01051,Home Loan,271,2014-02-27,120,Defaulted,Canara Bank
REC002839,PER01051,Home Loan,246,2021-08-19,360,Repaid,HDFC Bank
REC002840,PER01051,Business Loan,247,2017-03-28,12,Repaid,PNB
REC002841,PER01053,Personal Loan,41,2020-06-25,48,Defaulted,Axis Bank
REC002842,PER01053,Home Loan,146,2023-04-04,180,Active,Bajaj Finserv
REC002843,PER01054,Education Loan,48,2020-08-22,84,Repaid,Canara Bank
REC002844,PER01054,Personal Loan,31,2018-08-03,24,Active,Axis Bank
REC002845,PER01054,Home Loan,183,2022-12-03,300,Defaulted,SBI
REC002846,PER01055,Home Loan,276,2010-07-13,240,Active,HDFC Bank
REC002847,PER01055,Personal Loan,49,2010-06-05,36,Active,IndusInd Bank
REC002848,PER01055,Personal Loan,24,2025-09-28,48,Repaid,Canara Bank
REC002849,PER01055,Personal Loan,22,2011-01-01,60,Repaid,Bajaj Finserv
REC002850,PER01055,Personal Loan,9,2023-08-05,60,Repaid,IDBI Bank
REC002851,PER01056,Business Loan,90,2020-02-13,12,Defaulted,HDFC Bank
REC002852,PER01056,Business Loan,87,2021-12-25,24,Defaulted,Tata Capital
REC002853,PER01056,Home Loan,83,2010-07-10,240,Repaid,PNB
REC002854,PER01056,Personal Loan,16,2011-09-11,48,Repaid,HDFC Bank
REC002855,PER01056,Home Loan,268,2022-04-15,240,Defaulted,IndusInd Bank
REC002856,PER01056,Home Loan,77,2017-10-20,300,Active,Union Bank
REC002857,PER01056,Education Loan,72,2011-04-04,36,Defaulted,Bank of Baroda
REC002858,PER01057,Home Loan,143,2017-10-28,360,Repaid,ICICI Bank
REC002859,PER01057,Education Loan,54,2017-07-12,60,Active,Canara Bank
REC002860,PER01057,Car Loan,56,2015-11-06,36,Repaid,Kotak Mahindra
REC002861,PER01058,Personal Loan,45,2022-04-23,36,Repaid,Bank of Baroda
REC002862,PER01058,Business Loan,156,2016-10-15,12,Repaid,Yes Bank
REC002863,PER01058,Car Loan,81,2015-03-08,36,Defaulted,Bank of Baroda
REC002864,PER01059,Personal Loan,96,2016-03-16,12,Active,IndusInd Bank
REC002865,PER01060,Car Loan,89,2017-09-07,84,Active,Union Bank
REC002866,PER01060,Home Loan,126,2010-11-12,300,Active,IndusInd Bank
REC002867,PER01060,Personal Loan,24,2020-07-25,60,Repaid,Union Bank
REC002868,PER01060,Home Loan,157,2015-11-08,300,Active,Tata Capital
REC002869,PER01062,Gold Loan,5,2024-10-06,60,Active,Kotak Mahindra
REC002870,PER01062,Personal Loan,82,2023-10-25,24,Active,Axis Bank
REC002871,PER01062,Car Loan,36,2013-10-19,48,Repaid,Bajaj Finserv
REC002872,PER01062,Personal Loan,79,2015-06-13,60,Defaulted,Bank of Baroda
REC002873,PER01064,Home Loan,241,2010-09-03,120,Defaulted,IDBI Bank
REC002874,PER01064,Car Loan,41,2018-07-23,60,Active,Axis Bank
REC002875,PER01064,Education Loan,150,2019-08-12,84,Active,Bank of Baroda
REC002876,PER01064,Personal Loan,29,2017-08-28,60,Repaid,Tata Capital
REC002877,PER01064,Personal Loan,20,2021-12-08,36,Defaulted,PNB
REC002878,PER01064,Gold Loan,19,2024-02-25,12,Active,Bank of Baroda
REC002879,PER01064,Home Loan,177,2016-06-14,180,Defaulted,IDBI Bank
REC002880,PER01065,Education Loan,78,2021-08-01,48,Repaid,Bank of Baroda
REC002881,PER01065,Personal Loan,24,2020-07-25,48,Repaid,ICICI Bank
REC002882,PER01065,Education Loan,22,2020-12-19,36,Repaid,PNB
REC002883,PER01066,Gold Loan,5,2019-05-11,36,Repaid,ICICI Bank
REC002884,PER01066,Personal Loan,12,2011-07-21,48,Active,PNB
REC002885,PER01066,Personal Loan,30,2018-03-12,60,Defaulted,PNB
REC002886,PER01066,Education Loan,32,2019-06-07,60,Active,LIC Housing Finance
REC002887,PER01067,Home Loan,239,2014-09-13,360,Repaid,SBI
REC002888,PER01067,Personal Loan,28,2020-02-22,12,Defaulted,ICICI Bank
REC002889,PER01067,Personal Loan,31,2021-09-27,24,Active,HDFC Bank
REC002890,PER01067,Home Loan,174,2012-07-18,120,Repaid,Bank of Baroda
REC002891,PER01068,Two-Wheeler Loan,7,2020-05-26,36,Repaid,Bank of Baroda
REC002892,PER01068,Home Loan,168,2010-10-16,120,Repaid,PNB
REC002893,PER01069,Home Loan,147,2019-03-25,120,Repaid,Bajaj Finserv
REC002894,PER01070,Car Loan,79,2013-10-23,48,Active,Yes Bank
REC002895,PER01071,Home Loan,371,2014-11-26,180,Defaulted,PNB
REC002896,PER01071,Two-Wheeler Loan,3,2025-03-15,12,Defaulted,Yes Bank
REC002897,PER01071,Personal Loan,36,2016-10-28,24,Defaulted,LIC Housing Finance
REC002898,PER01072,Business Loan,138,2019-10-06,36,Active,Bank of Baroda
REC002899,PER01072,Education Loan,28,2010-08-18,84,Defaulted,Bank of Baroda
REC002900,PER01072,Education Loan,111,2022-07-22,60,Repaid,SBI
REC002901,PER01073,Personal Loan,25,2014-02-14,24,Active,Union Bank
REC002902,PER01073,Two-Wheeler Loan,7,2019-12-18,24,Active,Bank of Baroda
REC002903,PER01074,Home Loan,140,2024-12-23,180,Defaulted,SBI
REC002904,PER01074,Personal Loan,26,2014-04-26,48,Active,Bank of Baroda
REC002905,PER01074,Personal Loan,16,2013-09-26,60,Repaid,ICICI Bank
